sample_id,journey_id,timestamp,train_id,train_number,train_name,zone,current_station_code,current_station_name,next_station_code,next_station_name,latitude,longitude,current_delay_minutes,previous_station_delay,current_speed_kmph,distance_to_next_station_km,distance_remaining_km,scheduled_remaining_time_minutes,weather_score,rainfall_mm,congestion_score,speed_restriction_score,signal_delay_score,upcoming_station_count,hour_of_day,day_of_week,month,remaining_travel_time_minutes
JRN_120069_20260815_ST11,JRN_120069_20260815,2026-08-15T07:51:00,120069,120069,Ahmedabad - Visakhapatnam Shatabdi Express,NR,SC,Secunderabad JN,SGUJ,Siliguri JN,30.0,88.0,50.9,44.0,87.1,65.7,299.8,219.4,0.0,0.0,0.41,0.0,0.3,4,7,5,8,229.3
JRN_122061_20260815_ST11,JRN_122061_20260815,2026-08-15T07:56:00,122061,122061,Ambala - Visakhapatnam Duronto Express,ER,SC,Secunderabad JN,UDZ,Udaipur City,30.0,88.0,19.4,22.1,66.7,122.2,246.4,180.3,0.0,0.0,0.14,0.0,0.0,2,7,5,8,178.0
JRN_128030_20260815_ST04,JRN_128030_20260815,2026-08-15T07:56:00,128030,128030,Bareilly - Visakhapatnam Superfast Express,SER,DBRG,Dibrugarh,GHY,Guwahati,26.5,82.4,37.8,36.0,92.5,113.4,961.5,703.5,0.0,0.0,0.23,0.0,0.0,11,7,5,8,737.6
JRN_229035_20260815_ST04,JRN_229035_20260815,2026-08-15T07:56:00,229035,229035,Ahmedabad - Varanasi Humsafar Express,WR,SBC,Bengaluru City,HYB,Hyderabad,26.5,82.4,11.5,15.7,63.9,97.9,539.9,395.0,0.1,5.0,0.17,0.0,0.3,6,7,5,8,422.5
JRN_208073_20260815_ST02,JRN_208073_20260815,2026-08-15T07:59:00,208073,208073,Ambala - Udaipur Vande Bharat,ECoR,BE,Bareilly,BBS,Bhubaneswar,25.5,80.8,36.2,18.7,57.5,110.7,1156.5,846.2,0.2,0.0,0.23,0.0,0.3,12,7,5,8,933.0
JRN_128068_20260815_ST11,JRN_128068_20260815,2026-08-15T08:00:00,128068,128068,Ambala - Visakhapatnam Superfast Express,SER,SGUJ,Siliguri JN,BSB,Varanasi JN,30.0,88.0,63.3,62.7,93.4,105.3,183.1,134.0,0.0,0.0,0.05,0.25,0.0,2,8,5,8,122.6
JRN_12626_20260815_ST09,JRN_12626_20260815,2026-08-15T08:07:00,12626,12626,Kerala Express,SR,RDM,Ramagundam,WL,Warangal,29.0,86.4,40.8,38.2,61.8,119.6,2019.3,1477.5,0.4,0.0,0.3,0.25,0.0,23,8,5,8,1653.4
JRN_12810_20260815_ST15,JRN_12810_20260815,2026-08-15T08:07:00,12810,12810,Howrah Mumbai Mail,SER,WR,Wardha JN,BD,Badnera JN,32.0,91.2,52.5,48.5,85.1,64.0,894.4,654.4,0.0,0.0,0.13,0.0,0.0,10,8,5,8,684.8
JRN_124056_20260815_ST06,JRN_124056_20260815,2026-08-15T08:08:00,124056,124056,Ahmedabad - Visakhapatnam Garib Rath Express,NR,HYB,Hyderabad,DDU,Mughalsarai,27.5,84.0,26.6,34.9,40.5,111.6,590.4,432.0,0.0,0.0,0.56,0.0,0.0,6,8,5,8,429.6
JRN_120037_20260815_ST08,JRN_120037_20260815,2026-08-15T08:09:00,120037,120037,Ajmer - Varanasi Shatabdi Express,NR,LKO,Lucknow,LDH,Ludhiana JN,28.5,85.6,78.5,63.9,63.4,116.0,633.7,463.7,0.3,5.0,0.19,0.25,0.0,7,8,5,8,516.2
JRN_124023_20260815_ST08,JRN_124023_20260815,2026-08-15T08:12:00,124023,124023,Amritsar - Ranchi Garib Rath Express,NR,LDH,Ludhiana JN,PUNE,Pune JN,28.5,85.6,84.9,70.3,75.8,78.5,139.0,101.7,0.56,18.0,0.02,0.0,0.0,2,8,5,8,114.9
JRN_124059_20260815_ST10,JRN_124059_20260815,2026-08-15T08:13:00,124059,124059,Amritsar - Visakhapatnam Garib Rath Express,NR,PUNE,Pune JN,PURI,Puri,29.5,87.2,0.0,1.3,93.6,80.5,365.7,267.6,0.1,5.0,0.25,0.25,0.0,4,8,5,8,252.2
JRN_124013_20260815_ST04,JRN_124013_20260815,2026-08-15T08:14:00,124013,124013,Ambala - Visakhapatnam Garib Rath Express,NR,JU,Jodhpur JN,LKO,Lucknow,26.5,82.4,0.0,0.0,50.2,106.3,675.8,494.5,0.0,0.0,0.33,0.0,0.0,8,8,5,8,512.9
JRN_122024_20260815_ST01,JRN_122024_20260815,2026-08-15T08:15:00,122024,122024,Amritsar - Visakhapatnam Duronto Express,ER,ASR,Amritsar JN,SBC,Bengaluru City,25.0,80.0,0.0,0.0,52.6,101.2,1021.9,747.7,0.0,0.0,0.43,0.0,0.0,11,8,5,8,780.2
JRN_124068_20260815_ST03,JRN_124068_20260815,2026-08-15T08:16:00,124068,124068,Amritsar - Visakhapatnam Garib Rath Express,NR,BBS,Bhubaneswar,DBRG,Dibrugarh,26.0,81.6,7.3,7.5,69.0,87.7,617.5,451.8,0.0,0.0,0.44,0.0,0.3,7,8,5,8,456.8
JRN_12137_20260815_ST19,JRN_12137_20260815,2026-08-15T08:17:00,12137,12137,Punjab Mail,CR,LAR,Lalitpur JN,VGLJ,V Lakshmibai Jansi,34.0,94.4,65.7,54.7,83.5,94.3,3166.7,2317.1,0.0,0.0,0.31,0.25,0.0,33,8,5,8,2362.1
JRN_120012_20260815_ST07,JRN_120012_20260815,2026-08-15T08:19:00,120012,120012,Ambala - Visakhapatnam Shatabdi Express,NR,DDU,Mughalsarai,PNBE,Patna JN,25.2819,83.1147,0.0,0.9,99.9,67.7,319.7,233.9,0.0,0.0,0.06,0.0,0.3,4,8,5,8,264.0
JRN_124078_20260815_ST07,JRN_124078_20260815,2026-08-15T08:19:00,124078,124078,Ambala - Varanasi Garib Rath Express,NR,MB,Moradabad,PUNE,Pune JN,28.0,84.8,118.7,99.7,72.8,61.9,298.2,218.2,1.0,45.0,0.14,0.0,0.0,4,8,5,8,283.6
JRN_12302_20260815_ST06,JRN_12302_20260815,2026-08-15T08:21:00,12302,12302,New Delhi Rajdhani Express,NR,DHN,Dhanbad JN,ASN,Asansol JN,23.7957,86.4304,32.1,28.7,83.1,117.5,182.1,133.2,0.2,0.0,0.3,0.25,0.0,2,8,5,8,134.7
JRN_124058_20260815_ST06,JRN_124058_20260815,2026-08-15T08:23:00,124058,124058,Ahmedabad - Udaipur Garib Rath Express,NR,JUC,Jalandhar City,RNC,Ranchi,27.5,84.0,0.0,0.0,68.8,83.4,159.2,116.5,0.0,0.0,0.25,0.0,0.3,2,8,5,8,124.2
JRN_226069_20260815_ST03,JRN_226069_20260815,2026-08-15T08:26:00,226069,226069,Ajmer - Visakhapatnam SF Express,SR,ANVT,Anand Vihar,DBRG,Dibrugarh,26.0,81.6,14.3,11.1,90.6,95.1,686.9,502.6,0.5,5.0,0.44,0.0,0.3,7,8,5,8,568.4
JRN_124066_20260815_ST02,JRN_124066_20260815,2026-08-15T08:29:00,124066,124066,Ahmedabad - Varanasi Garib Rath Express,NR,UMB,Ambala Cantt,MAS,Chennai Central,25.5,80.8,1.4,6.4,64.6,100.0,643.8,471.1,0.1,5.0,0.23,0.0,0.3,7,8,5,8,498.1
JRN_120089_20260815_ST12,JRN_120089_20260815,2026-08-15T08:30:00,120089,120089,Ajmer - Visakhapatnam Shatabdi Express,NR,RNC,Ranchi,VSKP,Visakhapatnam,30.5,88.8,254.6,235.6,68.1,114.9,114.9,84.1,1.0,45.0,0.37,0.25,0.8,1,8,5,8,112.8
JRN_12626_20260815_ST24,JRN_12626_20260815,2026-08-15T08:33:00,12626,12626,Kerala Express,SR,VARD,Vaikom Road,KTYM,Kottayam,36.5,98.4,171.1,160.5,81.6,106.5,686.4,502.3,0.4,0.0,0.27,0.0,0.0,8,8,5,8,547.8
JRN_208095_20260815_ST12,JRN_208095_20260815,2026-08-15T08:33:00,208095,208095,Ajmer - Visakhapatnam Vande Bharat,ECoR,SC,Secunderabad JN,SGUJ,Siliguri JN,30.5,88.8,0.0,0.0,91.8,75.2,155.5,113.8,0.0,0.0,0.16,0.0,0.0,2,8,5,8,109.8
JRN_229017_20260815_ST07,JRN_229017_20260815,2026-08-15T08:33:00,229017,229017,Ahmedabad - Visakhapatnam Humsafar Express,WR,PURI,Puri,VSKP,Visakhapatnam,28.0,84.8,47.4,51.5,90.2,119.3,119.3,87.3,0.1,5.0,0.08,0.25,0.0,1,8,5,8,85.8
JRN_229035_20260815_ST05,JRN_229035_20260815,2026-08-15T08:38:00,229035,229035,Ahmedabad - Varanasi Humsafar Express,WR,HYB,Hyderabad,JU,Jodhpur JN,27.0,83.2,14.7,11.5,78.8,107.6,442.0,323.4,0.1,5.0,0.36,0.25,0.0,5,8,5,8,347.7
JRN_128010_20260815_ST06,JRN_128010_20260815,2026-08-15T08:39:00,128010,128010,Ajmer - Varanasi Superfast Express,SER,DBRG,Dibrugarh,JU,Jodhpur JN,27.5,84.0,13.4,1.5,61.8,61.7,387.1,283.2,0.0,0.0,0.55,0.0,0.0,4,8,5,8,280.5
JRN_124055_20260815_ST09,JRN_124055_20260815,2026-08-15T08:42:00,124055,124055,Ajmer - Visakhapatnam Garib Rath Express,NR,PURI,Puri,SC,Secunderabad JN,29.0,86.4,7.8,10.5,87.6,120.0,386.1,282.5,0.1,5.0,0.25,0.25,0.3,4,8,5,8,287.1
JRN_125021_20260815_ST04,JRN_125021_20260815,2026-08-15T08:43:00,125021,125021,Bareilly - Visakhapatnam Jan Shatabdi,NER,JU,Jodhpur JN,LKO,Lucknow,26.5,82.4,17.0,4.8,91.2,80.8,374.4,273.9,0.0,0.0,0.22,0.0,0.0,4,8,5,8,290.4
JRN_208034_20260815_ST04,JRN_208034_20260815,2026-08-15T08:43:00,208034,208034,Dibrugarh - Visakhapatnam Vande Bharat,ECoR,LKO,Lucknow,DDU,Mughalsarai,26.5,82.4,0.0,0.0,76.0,114.3,478.8,350.3,0.0,0.0,0.14,0.0,0.3,5,8,5,8,345.0
JRN_128088_20260815_ST01,JRN_128088_20260815,2026-08-15T08:52:00,128088,128088,Bareilly - Visakhapatnam Superfast Express,SER,BE,Bareilly,JUC,Jalandhar City,25.0,80.0,8.0,0.0,84.0,100.1,573.0,419.3,0.0,0.0,0.17,0.0,0.3,7,8,5,8,436.8
JRN_226017_20260815_ST01,JRN_226017_20260815,2026-08-15T08:53:00,226017,226017,Ajmer - Visakhapatnam SF Express,SR,AII,Ajmer JN,UMB,Ambala Cantt,25.0,80.0,8.6,0.0,72.5,115.9,754.3,551.9,0.0,0.0,0.27,0.0,0.0,8,8,5,8,560.6
JRN_128040_20260815_ST09,JRN_128040_20260815,2026-08-15T08:55:00,128040,128040,Ajmer - Varanasi Superfast Express,SER,PURI,Puri,RNC,Ranchi,29.0,86.4,53.2,50.8,88.1,85.0,254.1,185.9,0.0,0.0,0.07,0.0,0.0,3,8,5,8,181.1
JRN_208083_20260815_ST10,JRN_208083_20260815,2026-08-15T08:56:00,208083,208083,Anand - Varanasi Vande Bharat,ECoR,SC,Secunderabad JN,BSB,Varanasi JN,29.5,87.2,23.6,12.9,100.5,70.9,70.9,51.9,0.0,0.0,0.08,0.0,0.0,1,8,5,8,44.8
JRN_128030_20260815_ST05,JRN_128030_20260815,2026-08-15T09:00:00,128030,128030,Bareilly - Visakhapatnam Superfast Express,SER,GHY,Guwahati,JP,Jaipur,27.0,83.2,34.8,37.8,74.3,123.9,848.1,620.5,0.0,0.0,0.65,0.0,0.0,10,9,5,8,657.6
JRN_125037_20260815_ST02,JRN_125037_20260815,2026-08-15T09:01:00,125037,125037,Ahmedabad - Udaipur Jan Shatabdi,NER,AII,Ajmer JN,ANVT,Anand Vihar,25.5,80.8,3.9,1.0,68.0,118.0,1170.5,856.5,0.4,0.0,0.7,0.25,0.0,12,9,5,8,959.6
JRN_208052_20260815_ST10,JRN_208052_20260815,2026-08-15T09:01:00,208052,208052,Ahmedabad - Visakhapatnam Vande Bharat,ECoR,JU,Jodhpur JN,DDU,Mughalsarai,29.5,87.2,0.0,0.0,71.6,108.0,429.4,314.2,0.0,0.0,0.3,0.25,0.0,5,9,5,8,314.3
JRN_12626_20260815_ST10,JRN_12626_20260815,2026-08-15T09:02:00,12626,12626,Kerala Express,SR,WL,Warangal,BZA,Vijayawada JN,29.5,87.2,47.0,40.8,73.0,77.2,1899.7,1390.0,0.4,0.0,0.37,0.0,0.0,22,9,5,8,1559.7
JRN_124066_20260815_ST03,JRN_124066_20260815,2026-08-15T09:06:00,124066,124066,Ahmedabad - Varanasi Garib Rath Express,NR,MAS,Chennai Central,JU,Jodhpur JN,13.0827,80.2707,3.6,1.4,68.1,110.3,543.8,397.9,0.1,5.0,0.4,0.6,0.0,6,9,5,8,422.8
JRN_12137_20260815_ST03,JRN_12137_20260815,2026-08-15T09:08:00,12137,12137,Punjab Mail,CR,KYN,Kalyan JN,KSRA,Kasara,26.0,81.6,6.3,3.0,64.2,121.9,4786.6,3502.4,0.0,0.0,0.26,0.0,0.8,49,9,5,8,3606.7
JRN_120069_20260815_ST12,JRN_120069_20260815,2026-08-15T09:09:00,120069,120069,Ahmedabad - Visakhapatnam Shatabdi Express,NR,SGUJ,Siliguri JN,UDZ,Udaipur City,30.5,88.8,56.8,50.9,71.5,93.1,234.1,171.3,0.0,0.0,0.2,0.0,0.0,3,9,5,8,175.4
JRN_12810_20260815_ST16,JRN_12810_20260815,2026-08-15T09:16:00,12810,12810,Howrah Mumbai Mail,SER,BD,Badnera JN,AK,Akola JN,32.5,92.0,50.1,52.5,84.5,63.7,830.4,607.6,0.0,0.0,0.55,0.0,0.0,9,9,5,8,640.3
JRN_120012_20260815_ST08,JRN_120012_20260815,2026-08-15T09:19:00,120012,120012,Ambala - Visakhapatnam Shatabdi Express,NR,PNBE,Patna JN,SGUJ,Siliguri JN,28.5,85.6,0.6,0.0,44.9,79.9,251.9,184.3,0.0,0.0,0.78,0.0,0.0,3,9,5,8,213.8
JRN_128010_20260815_ST07,JRN_128010_20260815,2026-08-15T09:20:00,128010,128010,Ajmer - Varanasi Superfast Express,SER,JU,Jodhpur JN,LKO,Lucknow,28.0,84.8,15.1,13.4,62.1,91.0,325.4,238.1,0.0,0.0,0.43,0.0,0.0,3,9,5,8,233.6
JRN_122024_20260815_ST02,JRN_122024_20260815,2026-08-15T09:24:00,122024,122024,Amritsar - Visakhapatnam Duronto Express,ER,SBC,Bengaluru City,HYB,Hyderabad,25.5,80.8,2.7,0.0,93.1,86.8,920.7,673.7,0.0,0.0,0.65,0.25,0.3,10,9,5,8,703.5
JRN_208095_20260815_ST13,JRN_208095_20260815,2026-08-15T09:27:00,208095,208095,Ajmer - Visakhapatnam Vande Bharat,ECoR,SGUJ,Siliguri JN,VSKP,Visakhapatnam,31.0,89.6,0.0,0.0,84.4,80.3,80.3,58.7,0.0,0.0,0.12,0.0,0.0,1,9,5,8,55.0
JRN_208089_20260815_ST02,JRN_208089_20260815,2026-08-15T09:28:00,208089,208089,Ambala - Siliguri Vande Bharat,ECoR,ASR,Amritsar JN,DBRG,Dibrugarh,25.5,80.8,2.9,0.0,64.5,76.9,685.1,501.3,0.0,0.0,0.56,0.25,0.3,8,9,5,8,522.8
JRN_124023_20260815_ST09,JRN_124023_20260815,2026-08-15T09:29:00,124023,124023,Amritsar - Ranchi Garib Rath Express,NR,PUNE,Pune JN,RNC,Ranchi,29.0,86.4,94.4,84.9,97.2,60.5,60.5,44.3,0.56,18.0,0.3,0.0,0.0,1,9,5,8,48.0
JRN_128056_20260815_ST01,JRN_128056_20260815,2026-08-15T09:29:00,128056,128056,Ambala - Visakhapatnam Superfast Express,SER,UMB,Ambala Cantt,ANVT,Anand Vihar,25.0,80.0,14.4,0.0,54.8,67.0,552.7,404.4,0.0,0.0,0.1,0.0,0.0,7,9,5,8,408.5
JRN_12137_20260815_ST36,JRN_12137_20260815,2026-08-15T09:32:00,12137,12137,Punjab Mail,CR,ROK,Rohtak JN,JIND,Jind JN,42.5,108.0,108.0,109.3,70.8,79.9,1524.6,1115.6,0.0,0.0,0.27,0.0,0.8,16,9,5,8,1118.3
JRN_124056_20260815_ST07,JRN_124056_20260815,2026-08-15T09:32:00,124056,124056,Ahmedabad - Visakhapatnam Garib Rath Express,NR,DDU,Mughalsarai,PURI,Puri,25.2819,83.1147,31.3,26.6,60.7,72.2,478.9,350.4,0.0,0.0,0.29,0.0,0.0,5,9,5,8,343.2
JRN_128040_20260815_ST10,JRN_128040_20260815,2026-08-15T09:33:00,128040,128040,Ajmer - Varanasi Superfast Express,SER,RNC,Ranchi,SC,Secunderabad JN,29.5,87.2,44.2,53.2,56.8,102.4,169.1,123.7,0.0,0.0,0.13,0.0,0.0,2,9,5,8,127.9
JRN_124078_20260815_ST08,JRN_124078_20260815,2026-08-15T09:34:00,124078,124078,Ambala - Varanasi Garib Rath Express,NR,PUNE,Pune JN,SC,Secunderabad JN,28.5,85.6,133.4,118.7,81.1,65.8,236.3,172.9,1.0,45.0,0.47,0.0,0.0,3,9,5,8,223.6
JRN_208073_20260815_ST03,JRN_208073_20260815,2026-08-15T09:34:00,208073,208073,Ambala - Udaipur Vande Bharat,ECoR,BBS,Bhubaneswar,MAS,Chennai Central,26.0,81.6,44.5,36.2,68.2,73.8,1045.7,765.2,0.2,0.0,0.34,0.25,0.0,11,9,5,8,843.6
JRN_12302_20260815_ST07,JRN_12302_20260815,2026-08-15T09:42:00,12302,12302,New Delhi Rajdhani Express,NR,ASN,Asansol JN,HWH,Howrah JN,23.6889,86.9661,33.5,32.1,80.2,64.6,64.6,47.3,0.2,0.0,0.13,0.0,0.0,1,9,5,8,47.4
JRN_122061_20260815_ST12,JRN_122061_20260815,2026-08-15T09:42:00,122061,122061,Ambala - Visakhapatnam Duronto Express,ER,UDZ,Udaipur City,VSKP,Visakhapatnam,30.5,88.8,17.7,19.4,62.7,124.2,124.2,90.9,0.0,0.0,0.38,0.0,0.0,1,9,5,8,90.3
JRN_124059_20260815_ST11,JRN_124059_20260815,2026-08-15T09:47:00,124059,124059,Amritsar - Visakhapatnam Garib Rath Express,NR,PURI,Puri,SC,Secunderabad JN,30.0,88.0,0.0,0.0,70.7,99.1,285.2,208.7,0.1,5.0,0.36,0.0,0.3,3,9,5,8,198.3
JRN_128068_20260815_ST12,JRN_128068_20260815,2026-08-15T09:50:00,128068,128068,Ambala - Visakhapatnam Superfast Express,SER,BSB,Varanasi JN,VSKP,Visakhapatnam,25.3268,82.9863,60.5,63.3,90.9,77.8,77.8,56.9,0.0,0.0,0.1,0.0,0.0,1,9,5,8,48.4
JRN_208034_20260815_ST05,JRN_208034_20260815,2026-08-15T09:50:00,208034,208034,Dibrugarh - Visakhapatnam Vande Bharat,ECoR,DDU,Mughalsarai,PURI,Puri,25.2819,83.1147,0.0,0.0,65.8,98.5,364.5,266.7,0.0,0.0,0.44,0.0,0.0,4,9,5,8,261.7
JRN_125021_20260815_ST05,JRN_125021_20260815,2026-08-15T09:58:00,125021,125021,Bareilly - Visakhapatnam Jan Shatabdi,NER,LKO,Lucknow,MB,Moradabad,27.0,83.2,11.3,17.0,94.6,106.9,293.6,214.8,0.0,0.0,0.02,0.0,0.0,3,9,5,8,237.0
JRN_128088_20260815_ST02,JRN_128088_20260815,2026-08-15T09:58:00,128088,128088,Bareilly - Visakhapatnam Superfast Express,SER,JUC,Jalandhar City,LKO,Lucknow,25.5,80.8,5.7,8.0,94.9,81.3,472.9,346.0,0.0,0.0,0.13,0.25,0.0,6,9,5,8,365.9
JRN_12565_20260815_ST06,JRN_12565_20260815,2026-08-15T09:59:00,12565,12565,Bihar Sampark Kranti Express,ECR,CPR,Chhapra,SV,Siwan JN,27.5,84.0,27.7,17.4,74.2,124.8,670.8,490.8,0.0,0.0,0.21,0.6,0.0,7,9,5,8,522.3
JRN_124013_20260815_ST05,JRN_124013_20260815,2026-08-15T10:00:00,124013,124013,Ambala - Visakhapatnam Garib Rath Express,NR,LKO,Lucknow,DDU,Mughalsarai,27.0,83.2,1.5,0.0,70.9,63.5,569.5,416.7,0.0,0.0,0.11,0.25,0.0,7,10,5,8,433.6
JRN_12137_20260815_ST20,JRN_12137_20260815,2026-08-15T10:02:00,12137,12137,Punjab Mail,CR,VGLJ,V Lakshmibai Jansi,DAA,Datia,25.4484,78.5685,69.2,65.7,79.6,90.3,3072.4,2248.1,0.0,0.0,0.07,0.0,0.0,32,10,5,8,2289.6
JRN_120037_20260815_ST09,JRN_120037_20260815,2026-08-15T10:04:00,120037,120037,Ajmer - Varanasi Shatabdi Express,NR,LDH,Ludhiana JN,PURI,Puri,29.0,86.4,92.3,78.5,71.3,93.3,517.7,378.8,0.3,5.0,0.46,0.0,0.0,6,10,5,8,417.4
JRN_124058_20260815_ST07,JRN_124058_20260815,2026-08-15T10:06:00,124058,124058,Ahmedabad - Udaipur Garib Rath Express,NR,RNC,Ranchi,UDZ,Udaipur City,28.0,84.8,3.3,0.0,82.1,75.7,75.7,55.4,0.0,0.0,0.48,0.0,0.3,1,10,5,8,59.8
JRN_12951_20260815_ST01,JRN_12951_20260815,2026-08-15T10:10:00,12951,12951,Mumbai Central Rajdhani Express,WR,MMCT,Mumbai Central,BVI,Borivali,18.9696,72.8193,0.0,0.0,72.5,92.6,527.1,385.7,0.36,18.0,0.22,0.0,0.8,6,10,5,8,439.8
JRN_124066_20260815_ST04,JRN_124066_20260815,2026-08-15T10:11:00,124066,124066,Ahmedabad - Varanasi Garib Rath Express,NR,JU,Jodhpur JN,MB,Moradabad,26.5,82.4,17.2,3.6,91.5,88.0,433.4,317.1,0.1,5.0,0.1,0.0,0.8,5,10,5,8,328.4
JRN_120069_20260815_ST13,JRN_120069_20260815,2026-08-15T10:12:00,120069,120069,Ahmedabad - Visakhapatnam Shatabdi Express,NR,UDZ,Udaipur City,BSB,Varanasi JN,31.0,89.6,57.4,56.8,72.5,64.1,141.0,103.2,0.0,0.0,0.42,0.0,0.0,2,10,5,8,106.7
JRN_125037_20260815_ST03,JRN_125037_20260815,2026-08-15T10:14:00,125037,125037,Ahmedabad - Udaipur Jan Shatabdi,NER,ANVT,Anand Vihar,BE,Bareilly,26.0,81.6,19.5,3.9,83.2,110.8,1052.5,770.1,0.4,0.0,0.29,0.0,0.3,11,10,5,8,857.6
JRN_128056_20260815_ST02,JRN_128056_20260815,2026-08-15T10:16:00,128056,128056,Ambala - Visakhapatnam Superfast Express,SER,ANVT,Anand Vihar,DBRG,Dibrugarh,25.5,80.8,9.5,14.4,66.1,112.4,485.6,355.4,0.0,0.0,0.23,0.25,0.0,6,10,5,8,364.3
JRN_124056_20260815_ST08,JRN_124056_20260815,2026-08-15T10:17:00,124056,124056,Ahmedabad - Visakhapatnam Garib Rath Express,NR,PURI,Puri,RNC,Ranchi,28.5,85.6,30.4,31.3,81.3,111.6,406.7,297.6,0.0,0.0,0.28,0.0,0.0,4,10,5,8,291.4
JRN_226069_20260815_ST04,JRN_226069_20260815,2026-08-15T10:21:00,226069,226069,Ajmer - Visakhapatnam SF Express,SR,DBRG,Dibrugarh,GHY,Guwahati,26.5,82.4,24.5,14.3,78.0,109.3,591.8,433.1,0.5,5.0,0.46,0.0,0.0,6,10,5,8,488.6
JRN_12137_20260815_ST04,JRN_12137_20260815,2026-08-15T10:22:00,12137,12137,Punjab Mail,CR,KSRA,Kasara,NK,Nashik Road,26.5,82.4,10.3,6.3,53.7,112.4,4664.7,3413.2,0.0,0.0,0.48,0.0,0.0,48,10,5,8,3513.5
JRN_124068_20260815_ST04,JRN_124068_20260815,2026-08-15T10:28:00,124068,124068,Amritsar - Visakhapatnam Garib Rath Express,NR,DBRG,Dibrugarh,GHY,Guwahati,26.5,82.4,17.2,7.3,64.9,109.8,529.7,387.6,0.0,0.0,0.13,0.6,0.0,6,10,5,8,382.7
JRN_208089_20260815_ST03,JRN_208089_20260815,2026-08-15T10:29:00,208089,208089,Ambala - Siliguri Vande Bharat,ECoR,DBRG,Dibrugarh,GHY,Guwahati,26.0,81.6,14.9,2.9,75.3,112.3,608.2,445.0,0.0,0.0,0.39,0.25,0.0,7,10,5,8,454.6
JRN_208052_20260815_ST11,JRN_208052_20260815,2026-08-15T10:32:00,208052,208052,Ahmedabad - Visakhapatnam Vande Bharat,ECoR,DDU,Mughalsarai,PNBE,Patna JN,25.2819,83.1147,5.2,0.0,65.5,89.4,321.4,235.2,0.0,0.0,0.34,0.0,0.0,4,10,5,8,230.1
JRN_122024_20260815_ST03,JRN_122024_20260815,2026-08-15T10:35:00,122024,122024,Amritsar - Visakhapatnam Duronto Express,ER,HYB,Hyderabad,JP,Jaipur,26.0,81.6,22.8,2.7,84.6,57.1,833.9,610.1,0.0,0.0,0.16,0.0,0.3,9,10,5,8,619.8
JRN_128040_20260815_ST11,JRN_128040_20260815,2026-08-15T10:37:00,128040,128040,Ajmer - Varanasi Superfast Express,SER,SC,Secunderabad JN,BSB,Varanasi JN,30.0,88.0,38.1,44.2,88.9,66.8,66.8,48.8,0.0,0.0,0.09,0.0,0.8,1,10,5,8,59.1
JRN_124055_20260815_ST10,JRN_124055_20260815,2026-08-15T10:40:00,124055,124055,Ajmer - Visakhapatnam Garib Rath Express,NR,SC,Secunderabad JN,UDZ,Udaipur City,29.5,87.2,10.3,7.8,74.7,121.2,266.1,194.7,0.1,5.0,0.15,0.0,0.3,3,10,5,8,196.8
JRN_229035_20260815_ST06,JRN_229035_20260815,2026-08-15T10:42:00,229035,229035,Ahmedabad - Varanasi Humsafar Express,WR,JU,Jodhpur JN,DDU,Mughalsarai,27.5,84.0,26.1,14.7,56.7,117.5,334.3,244.6,0.1,5.0,0.47,0.0,0.0,4,10,5,8,257.5
JRN_12626_20260815_ST25,JRN_12626_20260815,2026-08-15T10:43:00,12626,12626,Kerala Express,SR,KTYM,Kottayam,CGY,Changanassery,37.0,99.2,178.5,171.1,71.1,93.2,579.9,424.3,0.4,0.0,0.3,0.0,0.0,7,10,5,8,462.5
JRN_128010_20260815_ST08,JRN_128010_20260815,2026-08-15T10:43:00,128010,128010,Ajmer - Varanasi Superfast Express,SER,LKO,Lucknow,LDH,Ludhiana JN,28.5,85.6,19.8,15.1,105.8,119.7,234.4,171.5,0.0,0.0,0.08,0.0,0.0,2,10,5,8,162.3
JRN_128030_20260815_ST06,JRN_128030_20260815,2026-08-15T10:48:00,128030,128030,Bareilly - Visakhapatnam Superfast Express,SER,JP,Jaipur,JU,Jodhpur JN,27.5,84.0,46.0,34.8,90.1,74.9,724.2,529.9,0.0,0.0,0.15,0.25,0.3,9,10,5,8,555.8
JRN_128036_20260815_ST01,JRN_128036_20260815,2026-08-15T10:50:00,128036,128036,Ajmer - Visakhapatnam Superfast Express,SER,AII,Ajmer JN,UMB,Ambala Cantt,25.0,80.0,0.0,0.0,64.1,120.4,1068.3,781.7,0.5,5.0,0.14,0.25,0.0,12,10,5,8,882.9
JRN_12137_20260815_ST21,JRN_12137_20260815,2026-08-15T10:52:00,12137,12137,Punjab Mail,CR,DAA,Datia,DBA,Dabra,35.0,96.0,63.0,69.2,78.0,68.3,2982.1,2182.0,0.0,0.0,0.13,0.0,0.0,31,10,5,8,2229.7
JRN_226017_20260815_ST02,JRN_226017_20260815,2026-08-15T10:56:00,226017,226017,Ajmer - Visakhapatnam SF Express,SR,UMB,Ambala Cantt,SBC,Bengaluru City,25.5,80.8,5.4,8.6,76.4,79.2,638.4,467.1,0.0,0.0,0.39,0.0,0.3,7,10,5,8,478.9
JRN_125037_20260815_ST04,JRN_125037_20260815,2026-08-15T11:05:00,125037,125037,Ahmedabad - Udaipur Jan Shatabdi,NER,BE,Bareilly,DBRG,Dibrugarh,26.5,82.4,31.5,19.5,67.1,56.3,941.7,689.0,0.4,0.0,0.03,0.0,0.0,10,11,5,8,764.6
